Campaign Number,Start Date,End Date,Channel,Client,Address,Email,Phone,Contact,Audience,Location,Views,Engagement,Clicks,Conversions,Expense ($),Executive,CampaignType,Expense ($)
C729,2023-03-14 00:00:00,2023-04-12 00:00:00,Facebook,Riley PLC,"699 Anderson Glen, Parkerside, AZ 15616-1374",jennifer09@york.org,653.689.1510,Gary Reed,Male 40-60,USA,63443,347,4935,648,"5,408.27",Kyle Serrano,Sign Up,
C730,2023-05-29 00:00:00,2023-06-24 00:00:00,Email,Patterson and Sons,"0171 Patricia Street Suite 265, Frankmouth, MS 50700-0717",nataliemartinez@hotmail.com,228-166-2016,Christopher Riggs,Female 18-40,Australia,NA,3916,1264,522,"46,658.64",Jesus Rivera,Sales,"40,872.43"
C731,2023-03-18 00:00:00,2023-04-05 00:00:00,TikTok,"Weaver, Garner and Ramos","2933 Ortiz Overpass Suite 099, South Douglasburgh, KY 52632-7557",oscott@gmail.com,498.978.7718x501,Melinda Johnston,Male 40-60,LATAM,6346,5909,4752,943,"11,691.85",Brandon Townsend Jr.,Sales,"66,555.73"
C732,2023-02-18 00:00:00,2023-02-24 00:00:00,TikTok,Fisher Group,"880 Watson Ramp Suite 059, Reynoldsfurt, GU 10725",brian57@hotmail.com,1-185-168-7120,Jeremy Baker,Seniors 60+,LATAM,41486,7814,2925,285,"25,239.37",Melissa Haynes,Sign Up,
C733,2023-09-08 00:00:00,2023-10-03 00:00:00,YouTube,Patterson and Sons,"0171 Patricia Street Suite 265, Frankmouth, MS 50700-0717",nataliemartinez@hotmail.com,228-166-2016,Christopher Riggs,Female 40-60,Japan,45170,151,3997,603,"2,468.22",Jesus Rivera,Sales,"59,281.20"
C734,2023-12-12 00:00:00,2024-01-01 00:00:00,Email,"Morris, Johnson and Anderson","065 John Street, West Adamchester, NV 72944-3914",johnsondonald@meyer.com,322.618.9253x9220,Sandy Mathis,Adults 18-40,Canada,NA,1723,1935,430,"45,511.99",Kyle Serrano,Sales,"62,744.22"
C735,2023-06-17 00:00:00,2023-07-17 00:00:00,YouTube,"Ruiz, Cox and Meyer","5058 Frank Locks, Blackmouth, MI 07896",vjohnson@yahoo.com,#ERROR!,Anne Davis,Seniors 60+,USA,30597,3511,3277,214,"23,225.69",Aaron Faulkner,Sign Up,
C736,2023-03-02 00:00:00,2023-03-12 00:00:00,YouTube,Drake-Vasquez,"8980 Cox Park, South Robert, NV 66099-6728",tylersheila@hicks.com,123-800-5701,Teresa Doyle,Adults 40-60,LATAM,33344,4245,4003,787,"22,087.12",Michael Camacho,Sign Up,
C737,2023-07-27 00:00:00,2023-08-20 00:00:00,YouTube,Gray Ltd,"Unit 4555 Box 7398, DPO AE 23911-7290",owenmelinda@yahoo.com,1728597837,Mark Long,Female 60+,USA,79240,3946,4626,754,"15,375.15",Jesus Rivera,Sales,"49,579.17"
C738,2023-11-23 00:00:00,2023-12-21 00:00:00,Instagram,"Jones, Miranda and Martin","45011 Marc Roads Apt. 548, Johnsonbury, NJ 40892",kristenhoward@yahoo.com,#ERROR!,Christine Barnes,Male 18-40,Australia,61638,4876,2734,633,"8,080.11",Thomas Ryan,Sales,"53,924.88"
C739,2023-02-08 00:00:00,2023-02-26 00:00:00,Instagram,Cooper-Alexander,"01438 Kristin Fords Apt. 626, Port Paula, WA 20979-6415",gchavez@yang.com,(284)401-5003,Alexandria Hansen,Male 60+,LATAM,73821,2101,4534,227,"16,789.66",Thomas Ryan,Sign Up,
C740,2023-07-07 00:00:00,2023-07-24 00:00:00,Instagram,Roberts-Brown,"725 Peter Lights Apt. 639, South Janet, WV 83873-6339",nguyendustin@gmail.com,(625)918-8416x213,Samantha Hudson,Adults 18-40,India,64390,4275,3299,61,"25,802.69",Thomas Ryan,Sales,"81,337.96"
C741,2023-12-13 00:00:00,2024-01-08 00:00:00,Facebook,"Rowe, Morse and Morgan","247 Young Spur, North Jacobview, WI 24275",hstafford@yahoo.com,(934)411-1363,Destiny Atkins,Female 40-60,Japan,89940,6464,4095,903,"2,045.18",Becky Brown,Sales,"51,454.54"
C742,2023-10-08 00:00:00,2023-10-26 00:00:00,YouTube,Melton-Smith,"03793 Jacobs Branch, West Max, MA 54633-3659",mercertimothy@huff.com,(729)575-8232,Patrick Abbott,Female 60+,Europe,80976,9094,644,610,"34,104.78",Lauren Riggs,Sales,"27,355.71"
C743,2023-09-10 00:00:00,2023-09-25 00:00:00,TikTok,Daniels Group,"567 Jill Motorway, Sarabury, GU 20455-6244",michael10@gmail.com,(644)568-8783,Annette Rice,Adults 18-40,Canada,53233,1240,2489,656,"15,346.75",Wesley Simon,Sign Up,
C744,2023-08-29 00:00:00,2023-09-21 00:00:00,Instagram,Lewis PLC,"621 Woodard Manors Apt. 208, Port Amy, ME 05157-2612",beth20@gmail.com,(382)505-1266,Diana Love,Teens 13-19,LATAM,93909,8933,156,972,"13,840.48",Thomas Ryan,Sales,"32,545.91"
C745,2023-06-03 00:00:00,2023-06-10 00:00:00,Facebook,"Holloway, Cox and Ford","7800 Dorsey Tunnel Suite 734, West Tracy, UT 56027",joseph49@hodges-campbell.com,011-835-8647x901,Dennis Carr,Female 60+,UK,98390,2832,140,244,"22,545.15",Brandon Townsend Jr.,Sales,"31,128.93"
C746,2023-04-08 00:00:00,2023-04-30 00:00:00,Instagram,Salinas-Chavez,"53637 Bonnie Walk Suite 961, South Adrianaport, IA 49560",richard84@hotmail.com,2545622603,Chelsea Hoffman,Teens 13-19,LATAM,71266,5846,1306,304,"41,696.15",Thomas Ryan,Sign Up,
C747,2023-04-25 00:00:00,2023-05-18 00:00:00,Instagram,Bernard and Sons,"8622 Ricky Knoll, New Jenniferville, GA 79764-9207",johnsonrobert@white.com,#ERROR!,Julia Moore,Male 40-60,LATAM,13318,3763,1383,653,"33,216.65",Thomas Ryan,Sales,"34,525.60"
C748,2023-09-01 00:00:00,2023-09-05 00:00:00,YouTube,"Jones, Miranda and Martin","45011 Marc Roads Apt. 548, Johnsonbury, NJ 40892",kristenhoward@yahoo.com,#ERROR!,Christine Barnes,Female 60+,Canada,56947,3454,1009,257,"45,811.16",Thomas Ryan,Sales,"36,634.87"
C749,2023-06-20 00:00:00,2023-07-03 00:00:00,Facebook,Mcbride-Finley,"438 Brent Roads Apt. 855, Tylerburgh, NY 69473",mcclainhannah@jensen-gilbert.com,(856)414-5259x269,Michael Freeman,Female 18-40,Australia,29177,2965,2867,178,"40,410.97",Jesus Rivera,Sign Up,
C750,2023-08-27 00:00:00,2023-09-09 00:00:00,TikTok,"Cohen, Williams and Hess","93243 Lee Loop Apt. 832, North Jonathanland, MP 43605-6685",shawn39@gmail.com,314.858.5509x23447,Mr. Nicholas Ramirez,Male 60+,USA,34537,6655,4507,70,"18,256.07",Jesus Rivera,Sales,"55,411.16"
C751,2023-06-12 00:00:00,2023-07-03 00:00:00,Instagram,Mcbride-Finley,"438 Brent Roads Apt. 855, Tylerburgh, NY 69473",mcclainhannah@jensen-gilbert.com,(856)414-5259x269,Michael Freeman,Female 18-40,India,21267,5640,4575,219,"4,454.77",Jesus Rivera,Sales,"70,457.15"
C752,2023-01-23 00:00:00,2023-02-10 00:00:00,Facebook,Cooper-Alexander,"01438 Kristin Fords Apt. 626, Port Paula, WA 20979-6415",gchavez@yang.com,(284)401-5003,Alexandria Hansen,Seniors 60+,LATAM,69018,7117,2335,53,"16,919.98",Thomas Ryan,Sales,"26,592.08"
C753,2023-02-05 00:00:00,2023-03-03 00:00:00,Email,Pearson-Shah,"5117 Suzanne Branch, Barnesmouth, VA 53846",anthony54@perez.com,644.194.6281,Shannon Martinez,Adults 40-60,UK,NA,3437,2047,215,"15,074.95",Jesus Rivera,Sales,"62,729.46"
C754,2023-10-03 00:00:00,2023-10-28 00:00:00,Facebook,Pearson-Shah,"5117 Suzanne Branch, Barnesmouth, VA 53846",anthony54@perez.com,644.194.6281,Shannon Martinez,Male 40-60,Australia,30804,3130,2790,534,"35,795.66",Jesus Rivera,Sales,"51,412.82"
C755,2023-11-26 00:00:00,2023-12-16 00:00:00,YouTube,Walter Ltd,"591 Gallegos Shore, East Jennifer, VT 67675",gravessusan@gonzalez.com,4034303913,Sarah Warren,Male 18-40,Europe,46011,4350,214,92,"45,635.75",Aaron Faulkner,Sign Up,
C756,2023-04-01 00:00:00,2023-04-12 00:00:00,YouTube,Griffin Inc,"Unit 3822 Box 8338, DPO AE 21031-0227",dixonamber@hotmail.com,(880)002-0608x56308,Theodore Murphy,Adults 40-60,UK,82658,5137,4259,414,"48,384.07",Brandon Townsend Jr.,Sign Up,
C757,2023-01-14 00:00:00,2023-01-30 00:00:00,Facebook,Bernard and Sons,"8622 Ricky Knoll, New Jenniferville, GA 79764-9207",johnsonrobert@white.com,#ERROR!,Julia Moore,Seniors 60+,Europe,46430,3477,2674,982,"3,928.46",Thomas Ryan,Sign Up,
C758,2023-06-25 00:00:00,2023-06-29 00:00:00,Instagram,Cooper-Alexander,"01438 Kristin Fords Apt. 626, Port Paula, WA 20979-6415",gchavez@yang.com,(284)401-5003,Alexandria Hansen,Male 18-40,Australia,61248,9357,1883,708,559.99,Thomas Ryan,Sign Up,
C759,2023-08-14 00:00:00,2023-08-27 00:00:00,Email,"Cohen, Williams and Hess","93243 Lee Loop Apt. 832, North Jonathanland, MP 43605-6685",shawn39@gmail.com,314.858.5509x23447,Mr. Nicholas Ramirez,Adults 40-60,Australia,NA,4629,449,10,"5,754.61",Jesus Rivera,Sales,"46,482.49"
C760,2023-08-26 00:00:00,2023-08-30 00:00:00,Facebook,Edwards-Hoover,"86879 Carol Cove, North Evanton, MT 25565",bryantmichelle@rocha.com,941.072.1871x24451,Erika Owens,Female 40-60,Japan,75845,4802,4296,490,"17,746.64",Melissa Haynes,Sales,"23,153.00"
C761,2023-04-13 00:00:00,2023-04-28 00:00:00,Facebook,Salinas-Chavez,"53637 Bonnie Walk Suite 961, South Adrianaport, IA 49560",richard84@hotmail.com,2545622603,Chelsea Hoffman,Adults 40-60,Europe,24688,2505,4693,690,"14,095.14",Thomas Ryan,Sales,"38,284.27"
C762,2023-01-13 00:00:00,2023-02-07 00:00:00,TikTok,Bernard and Sons,"8622 Ricky Knoll, New Jenniferville, GA 79764-9207",johnsonrobert@white.com,#ERROR!,Julia Moore,Female 60+,LATAM,5833,360,3769,84,"33,506.10",Thomas Ryan,Sales,"57,573.27"
C763,2023-03-29 00:00:00,2023-04-15 00:00:00,Facebook,Valentine-Dunn,"723 Julia Burg, Bartonhaven, VT 86914",gharrington@yahoo.com,5835472748,Nathan May,Male 40-60,India,42567,6238,3141,854,"24,364.31",Melissa Haynes,Sign Up,
C764,2023-01-25 00:00:00,2023-02-11 00:00:00,TikTok,Walter Ltd,"591 Gallegos Shore, East Jennifer, VT 67675",gravessusan@gonzalez.com,4034303913,Sarah Warren,Female 60+,Australia,88591,2882,115,482,"48,335.51",Aaron Faulkner,Sales,"23,153.00"
C765,2023-04-25 00:00:00,2023-04-27 00:00:00,Instagram,Harmon Inc,"3532 Carla Spurs Suite 631, East Susanside, VA 63110-6508",steven77@miller.com,1-293-472-4144x72086,Heidi Black,Adults 40-60,Canada,64682,550,1743,543,"35,204.31",Kyle Serrano,Sales,"61,453.76"
C766,2023-05-27 00:00:00,2023-06-26 00:00:00,TikTok,Hughes-Sullivan,"5874 Guerra Courts Suite 368, South Codyhaven, OR 93465",williamsnathaniel@yahoo.com,415-860-7532,Roy Obrien,Male 60+,Japan,45614,387,4368,270,"26,224.71",Brandon Townsend Jr.,Sales,"79,247.04"
C767,2023-05-02 00:00:00,2023-05-16 00:00:00,Facebook,"Hernandez, Keller and Berry","Unit 2637 Box 1240, DPO AE 48178",mary90@yahoo.com,(203)315-6167,Kristin Carson,Female 40-60,USA,76723,2040,2926,722,"8,493.35",Thomas Ryan,Sales,"41,555.06"
C768,2023-10-14 00:00:00,2023-10-16 00:00:00,Instagram,Edwards LLC,"123 Amanda Summit, Lake Marietown, IL 81773-5493",tinamckay@sharp-smith.com,(506)912-2179x80069,Matthew Davis,Teens 13-19,UK,41110,799,3358,298,"26,486.07",Melissa Haynes,Sales,"23,153.00"
C769,2023-03-13 00:00:00,2023-03-24 00:00:00,Instagram,Schneider PLC,"872 Davila Ville Apt. 985, Millerland, GA 42888",beasleycraig@yahoo.com,143.069.3791,Stephen Murphy,Male 40-60,LATAM,88879,155,1427,725,"40,028.78",Lauren Riggs,Sign Up,
C770,2023-07-17 00:00:00,2023-07-29 00:00:00,YouTube,Jackson Inc,"96299 Miller Spur, Jensenfurt, CA 97794-3156",jeremy09@yahoo.com,557-670-7467x238,Karen Rivers,Adults 40-60,Japan,85108,5986,3548,812,"26,333.81",Thomas Ryan,Sign Up,
C771,2023-12-27 00:00:00,2024-01-10 00:00:00,YouTube,"Bradley, Jackson and Miller","190 Bradley Mill Suite 940, Craigbury, MO 18832",hansonpatrick@hunt.com,#ERROR!,Dr. David Glass Jr.,Male 60+,Australia,23016,7458,1991,898,"13,060.69",Melissa Haynes,Sales,"44,261.53"
C772,2023-10-16 00:00:00,2023-10-21 00:00:00,Instagram,Reed-Johnson,"01161 Mcintyre Burg, Robinsonport, CO 51964",stacy50@bates-martin.com,152-232-1350x6854,John Terrell,Teens 13-19,UK,40271,6298,1757,820,"39,602.80",Becky Brown,Sales,"69,783.21"
C773,2023-03-15 00:00:00,2023-03-30 00:00:00,TikTok,"Cohen, Williams and Hess","93243 Lee Loop Apt. 832, North Jonathanland, MP 43605-6685",shawn39@gmail.com,314.858.5509x23447,Mr. Nicholas Ramirez,Male 18-40,Canada,25789,2637,932,321,"16,102.70",Jesus Rivera,Sign Up,
C774,2023-04-26 00:00:00,2023-05-21 00:00:00,TikTok,Hernandez Inc,"9452 Amber Mills, Lopezville, NV 94038-0838",uhansen@livingston.com,1-519-470-8931x1832,Traci Holden,Female 60+,LATAM,79397,9217,2441,62,"10,056.92",Melissa Haynes,Sales,"49,379.31"
C775,2023-06-04 00:00:00,2023-06-05 00:00:00,Instagram,"Russell, Wilson and Rogers","27907 Deborah Hill Suite 235, Abigailbury, CO 58408",michael78@yahoo.com,(995)213-6315,Michael Howard,Female 40-60,Australia,74420,7133,4124,696,"11,759.87",Thomas Ryan,Sign Up,
C776,2023-10-05 00:00:00,2023-10-27 00:00:00,TikTok,"Noble, Mcneil and Cooper","36911 Gay Streets Suite 795, Brentmouth, LA 62951-4782",sarahparks@yahoo.com,356-608-6335x0070,Mark Garcia,Adults 18-40,Canada,25765,5815,1302,350,"22,077.27",Wesley Simon,Sales,"27,287.92"
C777,2023-11-08 00:00:00,2023-12-05 00:00:00,Instagram,Williams PLC,"911 Thomas Manors, Longchester, ID 62649-9748",sanchezangela@butler.com,(881)589-7098x1186,Reginald Lee,Adults 40-60,Japan,35189,7969,1611,901,"20,224.06",Michael Camacho,Sign Up,
C778,2023-10-29 00:00:00,2023-11-13 00:00:00,TikTok,"Bush, Mendez and Smith","791 Darryl Squares Suite 934, Holdenport, OH 41129-2197",churchtimothy@yahoo.com,#ERROR!,Patrick Williams,Female 18-40,India,44867,5773,2382,593,"24,009.95",Brandon Townsend Jr.,Sales,"59,366.59"
C779,2023-03-15 00:00:00,2023-04-12 00:00:00,YouTube,"Fox, Carter and Cunningham","99919 Michelle Green Apt. 424, West Hannah, KY 63482-6699",bradymcclain@hotmail.com,1172175730,Andre Manning,Adults 40-60,India,7496,7818,1748,857,"43,895.38",Brandon Townsend Jr.,Sign Up,
C780,2023-08-24 00:00:00,2023-09-03 00:00:00,TikTok,Reed-Johnson,"01161 Mcintyre Burg, Robinsonport, CO 51964",stacy50@bates-martin.com,152-232-1350x6854,John Terrell,Adults 40-60,India,82465,1490,4815,983,"1,759.67",Becky Brown,Sales,"50,599.26"
C781,2023-03-08 00:00:00,2023-04-03 00:00:00,YouTube,Schneider PLC,"872 Davila Ville Apt. 985, Millerland, GA 42888",beasleycraig@yahoo.com,143.069.3791,Stephen Murphy,Adults 18-40,USA,23245,3719,806,498,"48,705.66",Lauren Riggs,Sales,"46,912.60"
C782,2023-08-28 00:00:00,2023-09-21 00:00:00,TikTok,Schneider PLC,"872 Davila Ville Apt. 985, Millerland, GA 42888",beasleycraig@yahoo.com,143.069.3791,Stephen Murphy,Male 18-40,USA,80911,4141,1516,172,"26,373.84",Lauren Riggs,Sales,"26,675.91"
C783,2023-10-29 00:00:00,2023-11-12 00:00:00,Instagram,Phillips-Lewis,"152 Munoz Spur, Richardbury, NE 64820-6682",ssullivan@yahoo.com,1-632-762-1401x4577,April Williams,Teens 13-19,UK,56882,976,4058,130,"26,337.70",Aaron Faulkner,Sign Up,
C784,2023-08-13 00:00:00,2023-08-24 00:00:00,Facebook,Edwards LLC,"123 Amanda Summit, Lake Marietown, IL 81773-5493",tinamckay@sharp-smith.com,(506)912-2179x80069,Matthew Davis,Female 60+,Japan,97272,4580,4225,470,"47,279.17",Melissa Haynes,Sign Up,
C785,2023-01-08 00:00:00,2023-02-02 00:00:00,Email,Ross Group,"2397 Allison Knolls Suite 213, Jacksonside, WV 58803-3895",kristopher99@romero.org,1-844-245-2487x0945,Lauren Graham,Adults 40-60,Canada,NA,8418,2255,569,"45,109.32",Brandon Townsend Jr.,Sales,"61,279.89"
C786,2023-08-11 00:00:00,2023-08-21 00:00:00,Instagram,Griffin Inc,"Unit 3822 Box 8338, DPO AE 21031-0227",dixonamber@hotmail.com,(880)002-0608x56308,Theodore Murphy,Adults 40-60,UK,30163,1510,3037,429,"11,147.66",Brandon Townsend Jr.,Sales,"36,432.66"
C787,2023-07-25 00:00:00,2023-07-30 00:00:00,YouTube,Reyes-Rios,"49937 Christopher Unions, Gutierrezmouth, MI 13751-5785",cunninghamjerry@gmail.com,1-463-956-5944x00079,Eric Davis,Male 60+,Australia,94708,2586,331,656,"41,274.42",Wesley Simon,Sign Up,
C788,2023-10-04 00:00:00,2023-10-06 00:00:00,TikTok,Nunez-Bowers,"6821 Walker Via Suite 228, Lake Jessica, NE 05036-1909",michelle44@yahoo.com,(186)438-4897,James Woods,Teens 13-19,Australia,58272,627,1506,646,"17,828.55",Wesley Simon,Sales,"48,920.73"
C789,2023-05-21 00:00:00,2023-06-04 00:00:00,TikTok,"Parker, Velasquez and Dixon","33302 Fuller Lakes, West Christopher, MH 17095",hutchinsonmary@gmail.com,#ERROR!,Brian George,Adults 40-60,UK,40724,2865,2240,252,"10,388.09",Aaron Faulkner,Sign Up,
C790,2023-08-29 00:00:00,2023-09-13 00:00:00,Email,"Holloway, Cox and Ford","7800 Dorsey Tunnel Suite 734, West Tracy, UT 56027",joseph49@hodges-campbell.com,011-835-8647x901,Dennis Carr,Female 60+,Australia,NA,4370,1581,331,"9,872.39",Brandon Townsend Jr.,Sales,"82,062.06"
C791,2023-06-04 00:00:00,2023-06-21 00:00:00,TikTok,Green-Blake,"230 Brandon Bypass Apt. 679, New Melissa, TN 37505-3043",karenpayne@yahoo.com,399.882.0614x59395,Dustin Ramirez,Adults 18-40,Australia,68615,7809,4508,877,"49,861.53",Jesus Rivera,Sign Up,
C792,2023-01-23 00:00:00,2023-02-02 00:00:00,Email,"Hunt, Woods and Saunders","48531 Garcia Walk, Gonzalesville, WY 31844",rramsey@warren.com,1-628-025-3550x66010,April Brewer,Female 18-40,Australia,NA,4668,3847,713,"14,532.15",Melissa Haynes,Sales,"68,857.29"
C793,2023-01-22 00:00:00,2023-02-20 00:00:00,TikTok,"Hunt, Woods and Saunders","48531 Garcia Walk, Gonzalesville, WY 31844",rramsey@warren.com,1-628-025-3550x66010,April Brewer,Teens 13-19,Australia,6360,7701,3086,689,"33,424.00",Melissa Haynes,Sign Up,
C794,2023-09-18 00:00:00,2023-10-16 00:00:00,YouTube,"Miller, Bryant and Burnett","1044 Kennedy Prairie Apt. 186, Jamiemouth, NE 12690-6573",bjohnson@martin-williams.com,958-840-3830,Christopher Clark,Adults 18-40,LATAM,70926,5011,3520,26,"45,219.55",Aaron Faulkner,Sales,"50,099.81"
C795,2023-10-11 00:00:00,2023-10-28 00:00:00,Email,"Parker, Velasquez and Dixon","33302 Fuller Lakes, West Christopher, MH 17095",hutchinsonmary@gmail.com,#ERROR!,Brian George,Male 60+,Japan,NA,8677,1001,664,"47,045.79",Aaron Faulkner,Sales,"64,583.92"
C796,2023-09-17 00:00:00,2023-09-21 00:00:00,Instagram,Cunningham-Little,"Unit 5043 Box 8770, DPO AP 84852",christopher51@watson.net,1-113-299-8248x6225,Stephanie Fernandez,Female 40-60,Europe,88672,3758,1721,112,"15,921.72",Becky Brown,Sales,"41,946.82"
C797,2023-04-20 00:00:00,2023-05-16 00:00:00,Facebook,Mcbride-Finley,"438 Brent Roads Apt. 855, Tylerburgh, NY 69473",mcclainhannah@jensen-gilbert.com,(856)414-5259x269,Michael Freeman,Female 40-60,India,49080,5882,342,205,"11,987.73",Jesus Rivera,Sales,"29,589.29"
C798,2023-07-05 00:00:00,2023-08-04 00:00:00,Instagram,"Russell, Wilson and Rogers","27907 Deborah Hill Suite 235, Abigailbury, CO 58408",michael78@yahoo.com,(995)213-6315,Michael Howard,Female 60+,India,73154,6775,4143,980,"39,831.14",Thomas Ryan,Sales,"33,155.70"
C799,2023-12-18 00:00:00,2024-01-10 00:00:00,Instagram,"Cohen, Williams and Hess","93243 Lee Loop Apt. 832, North Jonathanland, MP 43605-6685",shawn39@gmail.com,314.858.5509x23447,Mr. Nicholas Ramirez,Seniors 60+,Japan,82746,9457,3330,262,"23,276.85",Jesus Rivera,Sign Up,
C800,2023-11-12 00:00:00,2023-12-01 00:00:00,Instagram,Edwards-Hoover,"86879 Carol Cove, North Evanton, MT 25565",bryantmichelle@rocha.com,941.072.1871x24451,Erika Owens,Seniors 60+,Europe,4221,5135,4950,623,"18,165.23",Melissa Haynes,Sales,"38,296.72"
C801,2023-05-31 00:00:00,2023-06-27 00:00:00,Facebook,Schneider PLC,"872 Davila Ville Apt. 985, Millerland, GA 42888",beasleycraig@yahoo.com,143.069.3791,Stephen Murphy,Adults 40-60,UK,95035,5137,4657,496,"43,676.03",Lauren Riggs,Sales,"57,171.53"
C802,2023-08-06 00:00:00,2023-09-03 00:00:00,Facebook,Cooper-Alexander,"01438 Kristin Fords Apt. 626, Port Paula, WA 20979-6415",gchavez@yang.com,(284)401-5003,Alexandria Hansen,Female 60+,Europe,30527,2638,1024,514,"30,502.10",Thomas Ryan,Sign Up,
C803,2023-12-19 00:00:00,2024-01-17 00:00:00,Instagram,Herrera-Cook,"0613 David Haven Apt. 354, North Samantha, MI 10699-1384",ijordan@gmail.com,(880)891-9091,Madison York,Male 60+,Japan,87591,7669,821,315,"35,480.35",Wesley Simon,Sign Up,
C804,2023-12-16 00:00:00,2023-12-20 00:00:00,Facebook,"Noble, Mcneil and Cooper","36911 Gay Streets Suite 795, Brentmouth, LA 62951-4782",sarahparks@yahoo.com,356-608-6335x0070,Mark Garcia,Male 40-60,Japan,32615,3765,2117,25,"3,917.52",Wesley Simon,Sign Up,
C805,2023-02-17 00:00:00,2023-02-22 00:00:00,Facebook,Cooper-Alexander,"01438 Kristin Fords Apt. 626, Port Paula, WA 20979-6415",gchavez@yang.com,(284)401-5003,Alexandria Hansen,Male 40-60,Australia,48431,7925,4658,816,"32,630.08",Thomas Ryan,Sales,"45,870.58"
C806,2023-05-19 00:00:00,2023-06-09 00:00:00,Email,Jones LLC,"89103 Jennings Cape Suite 740, South Dianafort, FL 68504",norrisjames@pearson-burton.biz,(363)957-0616x7906,Danielle Hernandez,Teens 13-19,Canada,NA,2283,664,20,"28,538.68",Aaron Faulkner,Sales,"35,276.24"
C807,2023-02-27 00:00:00,2023-03-12 00:00:00,YouTube,Daniels Group,"567 Jill Motorway, Sarabury, GU 20455-6244",michael10@gmail.com,(644)568-8783,Annette Rice,Male 40-60,UK,92466,3149,4095,440,"37,729.47",Wesley Simon,Sales,"55,920.34"
C808,2023-04-19 00:00:00,2023-05-14 00:00:00,TikTok,"Bradley, Jackson and Miller","190 Bradley Mill Suite 940, Craigbury, MO 18832",hansonpatrick@hunt.com,#ERROR!,Dr. David Glass Jr.,Male 60+,Australia,17199,9495,3718,650,"41,670.60",Melissa Haynes,Sales,"57,236.20"
C809,2023-11-30 00:00:00,2023-12-05 00:00:00,Facebook,Riley PLC,"699 Anderson Glen, Parkerside, AZ 15616-1374",jennifer09@york.org,653.689.1510,Gary Reed,Seniors 60+,India,87168,7083,1327,673,"3,855.17",Kyle Serrano,Sign Up,
C810,2023-07-15 00:00:00,2023-07-21 00:00:00,Facebook,Phillips-Lewis,"152 Munoz Spur, Richardbury, NE 64820-6682",ssullivan@yahoo.com,1-632-762-1401x4577,April Williams,Male 18-40,Europe,70375,9726,2521,25,"10,592.77",Aaron Faulkner,Sign Up,
C811,2023-03-24 00:00:00,2023-04-06 00:00:00,TikTok,Melton-Smith,"03793 Jacobs Branch, West Max, MA 54633-3659",mercertimothy@huff.com,(729)575-8232,Patrick Abbott,Male 18-40,Europe,8666,813,3396,920,"15,938.86",Lauren Riggs,Sales,"32,239.68"
C812,2023-07-22 00:00:00,2023-08-04 00:00:00,YouTube,Schneider PLC,"872 Davila Ville Apt. 985, Millerland, GA 42888",beasleycraig@yahoo.com,143.069.3791,Stephen Murphy,Female 40-60,Japan,34088,6888,4970,187,"26,072.74",Lauren Riggs,Sales,"60,768.26"
C813,2023-02-12 00:00:00,2023-03-07 00:00:00,Email,"Morris, Johnson and Anderson","065 John Street, West Adamchester, NV 72944-3914",johnsondonald@meyer.com,322.618.9253x9220,Sandy Mathis,Female 40-60,UK,NA,5678,233,667,"29,725.66",Kyle Serrano,Sales,"62,029.64"
C814,2023-12-04 00:00:00,2023-12-10 00:00:00,TikTok,"Noble, Mcneil and Cooper","36911 Gay Streets Suite 795, Brentmouth, LA 62951-4782",sarahparks@yahoo.com,356-608-6335x0070,Mark Garcia,Teens 13-19,Canada,95586,1018,1724,232,"22,154.49",Wesley Simon,Sales,"29,942.86"
C815,2023-08-08 00:00:00,2023-08-27 00:00:00,Facebook,Bernard and Sons,"8622 Ricky Knoll, New Jenniferville, GA 79764-9207",johnsonrobert@white.com,#ERROR!,Julia Moore,Teens 13-19,Europe,86611,527,2971,634,"45,987.29",Thomas Ryan,Sign Up,
C816,2023-08-22 00:00:00,2023-09-02 00:00:00,TikTok,Ross Group,"2397 Allison Knolls Suite 213, Jacksonside, WV 58803-3895",kristopher99@romero.org,1-844-245-2487x0945,Lauren Graham,Female 40-60,Japan,94470,7317,436,238,"30,121.63",Brandon Townsend Jr.,Sales,"78,453.81"
C817,2023-08-14 00:00:00,2023-08-19 00:00:00,TikTok,Ramirez-Wilson,"6802 Scott Ways, Jasonbury, NM 94299-7873",robertellis@simpson-gutierrez.com,(414)086-9895x8325,Christine Nguyen,Female 18-40,USA,78045,7128,2951,949,"36,212.28",Becky Brown,Sales,"23,153.00"
C818,2023-05-14 00:00:00,2023-06-09 00:00:00,Email,Fisher-Johnston,"36491 Jennifer Park Suite 248, East David, PA 71082-4715",rellis@lindsey.com,580.281.9976x2452,Timothy Hernandez,Female 60+,LATAM,NA,9273,136,688,"40,894.00",Jesus Rivera,Sales,"75,958.35"
C819,2023-04-14 00:00:00,2023-05-08 00:00:00,Email,Drake-Vasquez,"8980 Cox Park, South Robert, NV 66099-6728",tylersheila@hicks.com,123-800-5701,Teresa Doyle,Male 40-60,India,NA,9806,2521,145,"1,249.73",Michael Camacho,Sales,"53,184.00"
C820,2023-01-04 00:00:00,2023-01-13 00:00:00,Facebook,"Morris, Johnson and Anderson","065 John Street, West Adamchester, NV 72944-3914",johnsondonald@meyer.com,322.618.9253x9220,Sandy Mathis,Adults 40-60,USA,88270,6701,4524,572,"31,829.01",Kyle Serrano,Sales,"65,359.40"
